13.034,34.15,186.9,4.305,43.576,115.37,27.312,66.629,50.057,24.691,56.31
11.628,14.978,166.01,19.342,57.658,74.721,63.249,11.537,13.929,51.361,60.863
10.416,99.052,118.28,32.682,26.552,7.1729,22.226,70.636,91.175,59.536,36.905
13.958,72.381,200.44,49.659,12.481,35.196,36.405,26.938,42.253,30.864,84.302
7.7396,66.279,154.06,23.585,10.565,38.666,83.595,21.576,72.142,84.78,32.466
10.567,47.147,209.97,6.046,53.562,42.26,62.064,42.973,44.091,30.88,143.98
20.972,28.41,81.017,35.266,53.941,49.554,11.438,64.016,29.314,22.25,54.169
6.5152,25.47,97.684,139.6,5.7629,1.0883,0.83947,13.169,11.408,5.6808,2.2226
10.558,60.754,142.96,163.35,26.234,5.205,0.66024,0.92495,52.535,8.8108,3.2409
11.36,50.745,141.12,86.166,34.405,15.645,0.91683,0.57141,59.733,2.5361,20.613
12.98,39.466,138.33,16.408,23.945,10.509,0.87839,0.43648,34.377,3.0136,8.1416
14.762,19.994,75.79,19.513,14.353,2.8295,0.57761,0.71228,30.85,1.5601,13.312
9.7126,2.6451,64.585,62.709,40.131,4.2235,0.62292,0.90813,22.722,1.2989,16.237
13.183,1.0894,106.59,26.597,40.117,27.9,3.0666,16.791,1.7634,20.095,37.984
10.491,0.67443,141.8,27.921,25.383,37.016,21.433,65.793,0.64663,62.364,109.72
6.7014,1.1704,111.89,2.7671,25.496,1.3804,23.593,49.451,0.3833,39.688,49.978
11.042,1.1709,73.226,1.0966,29.064,29.23,0.81817,22.885,0.57731,21.561,63.438
9.3144,4.2737,64.718,3.8599,24.947,42.719,25.865,12.841,0.81783,46.642,22.723
14.834,27.885,30.474,1.6804,19.121,16.827,0.91507,13.69,3.1258,24.388,38.89
13.295,0.59364,6.2724,1.1027,29.455,14.87,0.79873,14.219,0.58209,33.015,9.3863
12.003,0.70516,39.117,13.567,26.587,9.7355,0.73645,0.66284,0.62556,36.373,3.2743
10.466,1.2114,75.836,17.329,34.45,4.3843,0.76479,0.83329,0.80998,9.8006,3.3777
11.442,0.82701,24.913,11.001,17.958,3.6382,0.83983,0.54254,24.493,1.1894,18.066
11.995,10.056,59.234,27.275,17.865,17.333,0.54264,0.69287,13.737,1.4778,3.4722
21.798,49.302,64.329,41.711,50.642,24.107,0.58724,1.3418,0.65018,12.185,9.5403
13.229,67.215,62.618,32.627,33.448,35.341,0.72005,36.872,0.67703,59.924,8.724
15.596,51.539,58.766,46.681,35.768,6.9654,0.97658,13.806,0.51815,31.035,6.0051
10.797,41.629,45.42,20.358,21.586,26.127,10.114,15.406,0.5607,49.056,31.753
22.517,44.809,72.139,20.922,25.315,28.887,11.764,24.199,0.48371,21.85,18.188
13.127,18.345,83.294,42.057,21.317,30.811,0.45745,34.07,0.63544,33.933,13.643
21.872,1.1174,95.382,7.1387,10.997,5.5327,1.0866,35.25,18.539,27.03,37.347
8.5346,0.79252,127.59,4.2391,54.156,5.0411,89.339,43.653,94.967,51.081,41.316
10.019,1.1504,116.16,1.0319,22.145,6.3624,15.455,41.999,10.311,29.562,36.49
5.9522,1.1761,57.09,0.97738,20.004,7.8112,11.078,13.897,14.413,19.971,18.846
8.2949,1.4203,19.129,1.3126,37.24,7.6684,10.533,18.979,20.173,30.304,5.5859
14.298,120.76,27.765,1.4533,20.502,6.1948,14.341,36.29,23.168,26.263,25.693
13.044,27.853,14.216,15.748,22.132,15.172,17.346,21.756,15.311,27.47,29.709
5.3431,30.249,32.408,23.743,19.11,27.735,25.496,25.79,43.564,25.552,11.791
11.585,28.119,23.054,19.412,10.299,22.671,17.63,27.152,20.678,10.308,7.7789
10.843,20.723,26.561,36.304,19.282,34.206,19.073,21.859,22.265,32.063,33.734
9.7372,17.964,43.382,29.402,14.181,71.088,19.634,22.88,26.628,23.44,118.08
18.017,25.276,68.176,60.152,49.545,33.172,24.307,23.527,49.207,28.219,88.552
12.426,33.889,52.384,32.739,28.306,91.892,35.385,44.368,23.775,37.125,77.022
19.019,19.324,1.8464,2.4468,77.391,181.82,21.106,12.993,15.661,19.78,48.929
20.444,21.332,1.6098,4.3662,35.032,279.2,23.205,1.456,15.38,25.797,48.787
16.418,32.634,1.2048,21.44,0.56282,293.64,19.496,1.5061,19.042,31.142,28.823
28.219,27.76,1.3733,14.625,0.68146,319.98,16.757,0.72472,13.877,19.312,29.928
12.384,13.725,1.126,25.309,0.86049,364.6,14.51,0.64322,0.56596,17.819,58.358
14.618,0.92886,37.804,16.179,0.57184,339.58,18.083,0.78276,0.9179,0.78913,84.403
6.446,1.2042,76.803,11.708,0.71762,334.32,28.611,14.667,0.47384,1.3511,52.8
8.1338,2.6315,88.82,7.7937,0.66235,229.1,23.698,36.275,0.52118,22.112,24.877
12.672,35.897,93.359,14.42,31.008,375,38.485,39.521,21.068,43.744,79.325
29.02,34.667,119.47,16.73,37.307,347.55,35.016,42.787,31.586,34.063,17.095
32.759,39.532,67.807,16.169,31.937,308.96,29.561,50.632,39.381,40.871,35.51
74.842,52.67,19.896,163.96,23.795,96.657,46.111,59.224,38.921,64.813,23.555
58.957,39.531,1.9441,37.332,31.5,112.57,46.131,38.697,34.999,35.922,31.94
13.159,67.022,64.063,42.171,65.234,100.43,69.902,76.586,73.744,57.226,60.336
40.062,27.951,1.52,85.436,1.1845,48.508,24.234,24.522,27.056,33.411,20.348
23.222,30.78,1.0863,45.144,2.0519,40.386,34.865,44.956,47.258,38.24,14.64
43.88,57.565,0.58951,36.548,7.5759,253.99,40.118,59.518,58.571,45.426,27.386
25.025,38.667,20.395,76.399,36.518,267.39,54.912,39.594,23.483,33.853,9.5835
15.366,46.509,43.239,73.902,62.943,253.96,36.752,34.392,33.504,66.29,14.785
26.22,47.972,45.737,51.356,27.212,61.096,40.387,40.35,31.96,24.28,15.338
73.079,70.23,50.476,47.075,48.356,260.56,46.605,78.484,47.186,55.351,21.462
142.24,31.432,3.6367,44.804,1.0778,133.53,1.7336,65.846,2.2672,32.598,19.778
109.39,71.287,9.1015,93.526,23.114,36.398,27.927,46.918,3.6037,46.973,18.574
57.096,3.6566,66.383,111.43,0.92932,24.955,1.5254,17.866,82.424,29.171,19.723
43.475,1.4415,213.55,38.576,16.142,22.202,24.848,1.7722,1.7806,8.3287,36.736
57.761,45.482,82.087,55.295,111.62,34.534,31.505,112.38,45.471,41.582,19.299
12.266,120.46,43.461,56.238,78.963,36.984,32.446,13.348,40.847,11.692,14.067
92.614,54.859,68.352,58.689,82.762,47.055,35.908,1.5846,4.8437,3.3986,42.261
37.772,21.844,50.366,20.974,84.334,78.936,55.579,31.964,43.236,6.0246,21.098
87.728,32.212,94.338,34.066,39.507,244.04,24.363,32.627,23.233,60.339,13.774
153.49,34.792,202,29.376,25.643,354.75,23.23,30.13,17.536,20.84,8.4537
74.328,27.951,110.53,30.933,42.735,259.45,31.249,47.065,23.04,21.767,10.955
17.761,41.052,106.36,28.438,47.748,201.7,74.285,69.11,32.725,43.538,26.922
58.951,29.632,89.903,39.514,30.904,231.34,5.4952,36.556,23.714,30.779,21.398
22.143,1.3229,33.136,43.742,20.794,172.93,47.201,31.683,27.031,30.981,10.786
21.702,1.0824,1.0679,44.204,38.533,114.12,40.911,41.707,37.452,44.006,19.09
33.074,1.2973,1.0504,36.142,40.957,63.336,41.155,48.554,14.002,46.262,22.877
42.895,12.02,22.283,25.745,18.376,114.27,31.045,20.285,0.89553,27.255,24.494
37.921,20.201,42.622,44.395,8.7667,165.18,33.793,46.082,0.85106,36.414,28.678
26.442,45.47,61.49,17.278,28.314,54.925,38.02,28.012,0.85529,29.232,27.741
34.124,43.279,55.302,68.909,27.286,78.02,38.55,55.526,0.85293,38.355,15.434
24.719,83.15,87.204,28.767,49.306,60.307,68.695,68.136,0.85033,69.439,14.096
97.986,1631,470.92,688.16,1087.5,554.41,982.33,664.6,0.84773,1489.1,359.85
1.0681,1916.3,5334.4,3669.7,1608.6,2317.3,2109.4,1131.4,0.84514,5637.1,1849.9
