178.55,220.59,178.64,183.96,167.07,347.36,264.02,203.55,341.17,357.75,344.26,275.31,335.5,179.69,290.43,161.61,192.1,210.65,192.3,220.49,201.13,199.85,225.15,351.49,210.2,123.84,271.11,369.35,167.98,165.87,478.54,193.62,218.89,178.62,324.99,195.32,229.36,162.21,285.94,287.36,256.48,323.98,349.23,395.57,340.9,185.71,189.5,136.55,172.14,354.38,186.74,231.35,297.49,347.11,342.12,400.73,343.11,163.29,338.04,302.73,186.02,357.26,346.15,179.12,170.4,217.6,174.17,207.04,393.39,1220.1,473.63,873.95,383.2,192.75,285.91,421.79,233.76,324.73,210.08,254.47
85.739,51.605,55.111,113.23,148.08,75.416,24.848,87.448,68.662,60.985,77.722,84.599,30.204,65.401,83.096,48.36,40.468,87.858,43.323,54.448,41.667,52.486,51.871,104.93,38.281,88.502,88.616,115.71,79.628,65.608,50.942,131.07,54.687,45.268,82.769,71.056,98.265,48.685,114.77,90.988,46.332,95.767,65.985,116.14,56.179,77.016,32.378,34.265,143.67,91.862,60.583,36.505,73.643,58.44,149.57,116.45,107.77,54.884,136.93,69.83,45.052,83.001,111.02,38.715,89.547,52.867,47.876,50.882,75.509,297.06,404.11,39.91,175.83,60.628,134.89,156.96,37.484,52.961,32.353,116.29
53.873,75.639,48.857,126.36,97.213,46.055,67.99,66.435,55.237,24.487,94.709,47.829,32.836,70.072,78.131,39.231,31.269,64.082,40.545,68.468,73.466,70.841,56.505,64.215,55.185,36.289,31.785,53.253,32.971,47.751,30.063,29.46,68.326,31.147,59.45,104.17,45.253,101.52,34.334,40.941,87.116,79.742,48.184,47.32,48.308,15.68,33.804,27.436,83.87,52.825,54.169,99.365,31.255,48.721,74.686,142.83,44.681,119.85,60.301,35.083,40.115,19.188,60.451,58.047,22.834,91.97,87.178,45.389,52.995,227.39,431.31,74.379,36.519,40.884,84.903,65.85,50.092,23.565,43.009,36.85
102.01,29.947,38.305,147.78,21.517,47.359,52.264,135.2,70.105,14.826,36.146,42.787,64.782,104.87,29.59,64.367,43.909,136.55,92.865,136.59,51.182,86.916,379.21,134.21,108.41,72.597,42.13,55.183,38.257,75.928,33.783,18.4,102.2,105.54,92.877,147.17,75.277,153.41,100.76,32.711,130.72,98.612,63.143,38.059,74.13,12.567,93.533,38.235,79.203,96.453,113.96,152.08,137.13,60.472,73.852,83.466,70.44,110.25,56.001,35.754,50.579,20.145,36.103,47.105,53.929,47.14,29.549,94.123,26.195,52.543,458.15,60.736,199.02,67.404,263.25,135.01,24.837,31.031,119.3,88.196
26.916,65.226,95.444,128.64,28.525,76.071,39.907,78.517,345.3,22.665,24.995,40.792,125.29,120.85,122.7,197.74,200.44,40.663,54.37,49.841,41.405,32.232,69.704,77.01,4.2391,124.71,52.653,38.229,69.179,33.701,15.813,21.06,101.69,57.977,142.23,122.44,206.96,142.38,143.18,42.041,35.429,74.606,40.717,35.996,31.898,18.914,53.687,46.608,3.7474,34.994,2.7676,28.251,33.048,30.574,104.99,45.745,25.045,36.774,64.175,33.398,197.75,37.075,23.478,55.931,23.963,143.8,60.818,82.189,48.282,6.5223,655.59,39.995,41.408,39.105,114.35,61.17,28.279,91.122,82.741,67.316
122.49,9.8705,11.635,118.98,8.5634,82.892,5.3583,32.382,241.34,47.368,17.194,11.329,163.23,8.8286,3.7397,10.353,24.123,65.79,4.6716,21.15,2.4684,30.313,20.972,32.486,4.1275,6.6677,31.608,47.376,35.351,78.423,26.481,2.9386,11.449,2.4492,71.24,58.905,18.923,3.1042,29.279,11.605,34.169,288.56,28.116,106.31,36.181,9.7826,2.9272,98.083,135.79,54.964,7.1927,26.682,68.007,98.314,20.823,34.505,52.447,21.78,48.969,65.751,43.369,18.771,91.034,111.57,4.6335,30.779,4.61,2.7936,85.732,26.865,416.45,33.44,213.37,3.654,20.688,22.374,130.53,13.773,61.024,129.22
45.241,2.0763,1.7972,53.757,26.213,42.156,1.448,25.482,153.2,22.994,43.66,21.426,12.205,16.648,158.77,2.7191,12.456,20.565,121.31,20.11,3.1409,70.368,78.491,56.542,12.855,4.9261,5.2696,97.878,24.263,42.129,9.1892,17.255,6.4576,2.1629,216.77,48.475,153.02,17.076,3.1057,13.629,1.234,915.91,4.6625,170.01,133.14,15.248,9.5746,43.251,1.293,55.989,559.81,147.76,189.9,64.255,2.6835,114.48,40.466,211.29,107.86,7.5522,88.524,14.193,59.739,185.17,10.103,349.47,2.1009,3.3816,15.984,6.8076,577.25,148.35,56.828,4.9118,16.602,8.1518,50.008,5.5935,74.754,71.78
33.595,3.6167,2.3293,70.798,11.631,153.59,1.5712,9.6887,75.213,29.806,16.142,26.908,23.239,8.3515,61.343,5.2136,9.1332,2.5222,16.952,6.5311,14.319,127.03,89.927,4.4134,4.3056,3.792,1.6781,7.7626,22.375,34.676,6.3609,7.5553,7.843,4.3226,7.3881,3.352,20.326,19.782,3.8663,16.846,1.6631,97.232,35.684,27.713,57.451,16.949,15.762,12.25,2.0825,6.1569,192.54,327.36,351.49,6.4545,3.8481,169.37,4.9221,212.33,427.04,2.1112,43.254,11.284,12.416,36.179,2.1005,48.392,2.0556,1.6345,9.5706,88.639,259.86,49.397,10.195,15.03,219.55,24.28,15.143,2.5406,39.711,41.701
38.763,2.6359,1.6266,158.13,49.301,17.348,46.01,4.8831,5.9172,22.974,13.804,11.147,5.5583,142.9,44.571,2.5688,13.21,3.3933,5.0294,4.3581,15.326,5.2943,55.895,5.6389,2.3279,4.5269,45.592,8.0749,130.91,21.315,9.624,59.712,6.3483,9.4091,11.866,1.9976,20.98,21.927,83.024,5.1038,50.103,21.28,6.778,11.415,13.351,12.058,27.596,34.89,2.1127,3.5726,90.595,49.142,151.55,4.1032,7.7805,11.455,3.7269,133.48,5.8672,5.4501,9.113,63.012,32.607,45.266,50.449,3.8356,3.0179,32.618,3.2859,3.6219,160.64,5.232,22.65,6.0968,114.69,4.3851,2.5902,6.4062,20.339,45.042
90.121,6.8006,4.2417,8.9583,47.663,8.9116,18.983,4.1361,9.0499,1.571,4.7161,26.816,7.0728,10.415,44.05,2.2178,10.429,10.651,5.8005,27.43,20.882,10.671,40.622,3.7443,3.3822,7.6695,29.19,9.114,34.18,1.9603,8.0309,38.939,16.928,11.561,7.2863,2.2271,22.25,62.272,53.721,12.054,45.608,15.041,25.952,12.06,43.145,112.02,27.703,44.685,22.068,22.982,13.689,23.876,29.515,4.2702,4.58,8.7714,3.1425,54.916,6.4557,18.796,2.6231,19.546,24.593,40.463,8.5772,6.8155,4.0862,7.7742,6.1429,3.5548,42.14,5.0772,316.25,8.5483,58.118,26.596,2.5586,18.269,9.8449,5.684
