9.9825,182.75,52.823,184.78,48.843,311.8,45.879,119.5,42.995,56.908,54.944
20.5,288.54,51.417,82.819,40.768,139.85,33.602,46.214,42.709,27.208,61.202
16.447,196.67,52.762,20.78,63.172,70.971,33.816,17.089,42.641,37.468,54.653
13.714,165.53,81.545,51.626,58.596,160.8,46.047,32.28,69.276,60.708,51.584
15.959,115.46,57.567,44.601,88.246,85.423,36.238,46.258,54.481,86.473,109.17
11.524,49.213,46.319,136.21,21.926,23.092,27.758,90.125,61.918,33.186,22.843
10.394,120.97,87.26,101.31,66.162,203.67,78.015,17.087,55.461,78.344,60.543
11.923,163.43,73.32,138.98,46.623,181.89,43.671,40.359,48.578,59.375,62.16
11.497,110.89,66.952,130.29,62.034,197.03,66.545,14.565,68.39,76.616,64.761
12.758,25.132,58.413,176.08,62.014,136.92,47.002,47.53,57.379,41.085,69.588
4.1698,76.838,86.854,137.66,62.059,98.415,61.525,19.959,48.941,67.129,47.633
7.1249,52.926,56.87,110.11,37.351,60.332,50.707,26.182,45.991,46.604,50.277
6.5477,22.344,89.97,160.64,33.641,62.183,39.397,82.458,33.14,67.35,34.388
13.304,39.338,39.271,258.91,35.402,162.03,29.478,39.885,36.349,30.796,49.262
10.247,30.995,109.45,366.74,74.081,170.96,99.219,77.088,64.748,86.903,90.098
24.917,13.36,123.82,309.45,42.773,241.47,64.223,15.228,81.921,28.508,84.863
6.7292,18.232,102.73,76.471,47.578,54.894,47.854,35.6,50.84,65.506,94.517
5.0752,61.191,52.207,187.01,65.634,144.05,61.07,37.926,80.133,52.111,51.872
12.362,5.2169,78.822,126.73,88.812,89.947,95.723,30.261,57.307,116.7,84.887
7.1638,11.61,54.121,151.08,61.521,87.177,58.642,35.916,73.394,58.888,52.948
3.4789,18.893,61.167,74.867,61.123,48.875,76.058,15.343,61.975,53.873,67.889
14.845,15.181,76.365,26.973,60.676,34.191,37.687,59.69,31.875,76.07,31.907
14.886,13.049,59.131,106.19,52.717,109.56,43.772,41.444,69.39,46.026,61.024
8.5811,37.97,50.333,26.066,31.239,71.798,37.666,9.0125,29.086,50.155,32.979
20.162,32.165,30.855,28.106,43.49,86.504,29.174,27.507,42.542,24.268,34.905
13.886,32.454,52.55,25.259,49.092,80.737,38.741,16.958,59.557,112.25,66.42
17.188,18,51.402,71.203,40.822,39.274,42.248,15.618,34.849,39.934,43.394
20.542,41.09,2.0343,37.004,26.403,37.421,33.322,8.8156,24.407,2.5343,20.722
4.555,47.045,2.1573,51.333,38.964,38.28,39.731,8.8157,26.374,3.319,34.083
9.8288,46.423,21.633,95.222,35.149,74.669,31.711,11.54,28.152,70.365,17.887
