116.68,123.52,144.61,138.93,181.03,143.71,165.51,46.293,59.866,179.8,146.61,147.33,78.135,133.27,80.705,87.126,119.56,179.9,169.43,111.02,140.46,167.25,158.4,172.42,148.96,89.251,128.9,132.68,71.218,127.01,166.8,133.38,164.78,70.977,117.55,90.477,261.92,169.52,82.084,146.67,145.3,84.258,136.57,146.51,71.565,175.09,72.964,310.11,110.11,140.62,93.954,101.14,108.03,127.1,54.41,195.34,53.215,105.91,104.25,158.03,95.034,114.7,185.94,139.1,79.157,95.317,133.72,116.9,47.638,166.31,78.3,122.42,97.565,258.1,112.01,149.72,171.88,133.52,112.59
156.06,94.61,79.737,79.914,47.626,60.957,45.806,37.394,25.035,22.891,70.148,104.87,56.747,49.67,43.615,56.311,52.753,93.044,73.561,76.22,33.434,95.508,82.735,116.27,48.421,64.862,52.616,56.459,47.73,30.95,47.511,91.943,55.772,35.88,40.505,17.938,366.92,57.077,56.16,38.536,81.067,53.34,62.54,92.29,42.77,30.239,43.173,78.906,29.398,90.814,61.01,67.259,84.494,53.315,42.053,79.462,44.259,58.419,32.096,76.876,55.107,48.141,74.124,50.749,38.393,15.758,66.432,39.308,30.067,38.94,53.691,77.273,92.039,27.041,86.868,58.575,95.842,119.89,43.793
108.2,81.771,53.478,143.18,33.976,43.354,72.389,69.523,31.863,27.108,57.576,26.177,39.053,33.909,47.24,29.413,62.159,50.383,82.458,113.08,37.881,47.938,53.803,59.704,53.92,32.774,49.06,63.261,84.064,64.658,66.833,77.939,61.831,33.777,41.562,86.649,189.66,32.352,83.934,72.095,40.799,50.175,73.702,128.25,22.343,16.124,28.1,91.855,12.634,99.792,91.429,105.31,47.433,43.124,48.703,47.406,64.812,68.16,39.53,40.546,87.44,60.234,57.548,104.2,41.878,8.4339,45.13,23.548,93.901,26.086,51.494,41.583,86.359,117.45,45.579,51.252,85.893,84.679,45.392
39.229,50.007,69.367,81.131,41.237,51.796,59.773,69.661,23.188,22.642,60.825,46.93,45.822,57.184,39.892,35.553,86.492,72.416,92.171,42.883,44.85,46.416,88.54,81.746,48.858,69.545,59.654,79.831,63.961,65.021,42.007,91.337,44.646,59.045,38.22,49.028,71.969,69.32,46.272,63.187,20.89,74.284,34.133,48.642,56.814,46.076,30.019,90.803,14.143,98.971,108.62,131.29,96.15,39.107,48.298,53.96,42.918,97.001,29.951,47.552,47.279,98.433,97.91,150.88,42.467,5.828,87.641,41.683,33.059,16.178,38.643,58.156,55.155,55.21,81.059,77.864,63.368,105.48,29.019
48.825,33.756,56.214,59.946,45.895,29.023,47.935,85.618,38.614,16.259,69.827,26.867,51.48,67.218,36.455,24.431,36.211,53.256,83.92,92.75,56.562,36.425,95.417,53.762,63.928,68.8,42.603,54.03,57.306,32.552,22.92,74.866,54.79,40.561,25.038,41.022,35.537,65.631,47.836,27.942,36.096,38.648,51.392,96.319,54.013,29.921,30.769,30.668,17.542,85.38,53.538,165.51,68.282,50.803,31.01,49.712,24.609,47.084,32.666,61.906,62.786,27.105,80.013,70.19,53.437,8.8079,208.41,64.959,57.533,20.649,48.448,48.895,67.342,248.97,39.724,86.982,125.86,45.423,49.41
43.111,48.312,34.63,66.944,30.246,30.675,43.881,60.933,30.641,24.918,75.032,29.364,32.838,34.449,15.568,35.826,30.996,48.115,91.132,83.621,42.402,45.185,58.711,39.37,29.638,86.999,37.399,42.786,81.242,39.255,30.018,57.504,76.611,31.407,42.138,21.05,87.692,76.924,35.324,26.583,106.27,57.601,26.519,64.122,28.809,0.99164,30.11,38.359,19.458,105.57,50.862,169.03,48.007,35.326,29.142,54.148,20.607,29.609,21.313,46.15,63.965,27.551,10.001,65.736,33.454,5.5583,48.662,38.953,33.006,19.753,42.168,34.11,50.035,78.082,41.68,70.341,118.79,88.93,37.608
48.814,30.734,29.485,61.737,31.389,30.806,27.477,61.23,34.447,22.846,71.565,45.296,38.193,20.537,9.3554,38.731,30.4,74.271,84.442,35.391,52.074,32.195,29.588,91.321,24.73,22.089,37.157,76.053,43.807,46.875,36.356,53.535,43.28,39.527,23.365,13.003,35.517,63.815,64.189,28.678,44.694,40.839,28.046,33.889,23.881,1.7374,32.875,52.811,19.887,99.858,38.463,230.18,27.299,44.709,33.561,71.21,14.429,24.962,28.784,80.352,70.601,40.016,0.77218,111.39,41.132,2.0089,29.51,30.426,90.493,29.044,29.026,32.591,44.631,41.277,52.654,62.827,36.054,30.321,50.122
67.879,48.302,48.408,65.377,30.153,17.355,41.789,37.343,36.526,12.745,47.323,36.601,46.999,22.691,6.3689,31.124,41.633,39.642,63.385,22.553,34.21,35.615,38.941,70.956,43.408,20.283,40.492,38.968,52.866,15.292,45.624,102.77,26.869,47.674,37.349,10.941,49.044,38.866,45.581,1.7747,24.832,40.061,48.201,20.21,21.649,110.61,27.979,56.51,28.314,113.1,37.347,353.14,30.089,14.053,26.619,42.323,15.92,37.565,29.986,23.026,41.851,15.423,9.641,45.747,35.795,13.404,25.927,20.91,46.843,32.763,41.178,34.689,35.073,25.093,46.493,52.802,3.8437,23.322,47.94
91.706,59.421,36.042,41.274,25.216,33.816,66.078,67.437,25.46,12.558,60.568,31.015,37.899,44.148,7.3681,28.587,35.236,0.97064,89.966,14.79,21.589,36.244,51.316,29.524,28.463,22.328,37.776,43.073,42.438,18.437,19.198,34.729,28.042,59.885,35.821,28.538,36.82,63.99,44.164,5.3252,25.547,47.033,35.731,35.575,117.18,36.387,33.051,7.6289,29.431,87.199,41.367,401.93,49.708,3.5583,45.57,24.774,15.305,40.778,28.928,1.1692,62.563,29.457,25.183,39.001,34.958,4.9879,36.811,31.756,1.8627,10.502,30.771,35.658,29.562,22.05,35.146,41.038,0.90494,76.588,59.841
42.306,52.83,39.809,52,28.961,6.7342,40.064,35.953,7.7859,15.749,45.994,33.406,32.876,79.901,8.2533,99.418,27.088,1.0207,55.603,1.9669,47.223,13.011,79.417,60.539,30.616,46.399,55.65,33.896,50.008,18.247,1.1292,68.996,72.855,33.344,39.794,65.034,34.443,46.829,21.608,6.2338,41.253,68.679,52.145,20.51,94.664,1.4865,54.387,1.4898,16.044,37.592,30.183,455.96,72.619,5.5195,83.673,19.763,48.062,25.089,32.117,1.1122,72.082,31.856,46.095,32.286,28.079,1.8223,29.88,31.421,5.4033,1.4008,13.876,40.544,40.602,24.685,37.141,33.307,2.5106,59.762,58.373
