116.86,182.62,222.32,245.25,77.296,504.27,157.77,123.94,166.9,54.958,134.37
160.54,278.17,228.03,452.6,148.95,579.81,273.69,175.2,249.14,44.475,162.15
351.97,126.04,140.47,122.19,63.533,53.62,295.59,94.406,134.57,57.486,107.63
239.71,173.69,156.17,131.5,62.969,27.75,159.77,389.08,223.21,52.556,166.43
98.983,127.71,113.5,359.29,96.115,30.53,98.332,131.36,167.22,36.368,39.139
238.19,377.53,242.1,158.15,134.21,171.34,87.639,109.98,369.56,15.738,68.281
187.1,102.34,374.97,114.61,183.97,204.49,66.228,124.98,109.69,26.573,74.151
315.14,308.84,408.34,332.02,225.3,282.46,291.9,307.4,302.44,25.183,266.48
231.36,150.79,99.72,92.897,49.804,150.13,114.62,155.54,160.16,15.062,130.27
265.55,58.112,123.14,109.58,51.208,60.521,27.584,49.069,41.345,20.776,40.565
279.27,159.92,169.8,198.4,170.46,127.76,165.77,180.63,148.74,129.05,112.28
139.37,105.26,142.62,129.76,110.35,72.809,94.977,116.92,91.464,64.268,67.111
198.92,57.6,93.041,66.218,51.699,45.081,66.981,42.333,60.526,14.359,61.841
309.26,60.022,93.577,44.253,48.223,35.916,65.789,44.738,60.117,22.421,41.557
83.47,70.025,37.652,94.433,37.164,38.689,36.17,38.723,63.416,20.426,40.184
91.434,47.097,42.107,101.08,37.442,29.981,25.213,21.865,45.2,68.181,27.927
63.732,44.487,71.84,46.219,75.108,31.019,21.731,36.551,38.071,22.604,50.097
161.44,34.571,147.07,29.454,97.379,28.965,20.547,33.859,48.195,27.068,33.557
224.29,34.137,31.072,78.476,34.016,15.951,19.438,27.744,27.419,15.216,23.721
252.91,42.327,41.658,43.76,28.962,15.359,18.844,24.658,30.784,8.4898,34.45
257.6,34.775,34.208,32.039,30.418,21.675,22.709,28.589,27.429,11.852,20.622
283.64,57.275,44.844,57.67,28.457,39.627,21.442,70.246,35.704,25.342,20.543
147.04,33.862,18.775,48.853,39.06,44.397,27.85,22.817,30.022,18.837,27.035
13.113,35.915,19.294,25.67,75.488,18.513,25.289,18.131,34.853,27.766,35.525
32.367,43.659,13.251,37.005,87.077,15.818,27.4,24.72,28.401,30.581,33.438
52.435,31.843,30.463,38.661,88.598,18.292,45.02,28.399,30.126,22.639,25.776
159.44,31.24,22.297,38.63,41.465,13.608,31.979,34.511,45.181,14.898,26.709
109.57,30.34,37.778,60.92,22.956,18.189,30.984,25.139,32.544,18.417,19.372
116.55,30.132,69.998,62.512,41.984,13.861,25.279,17.834,18.844,19.716,22.647
158.96,37.774,29.195,102.67,13.592,13.159,19.197,31.355,28.046,36.461,19.317
62.165,21.201,41.506,124.69,12.279,20.015,20.007,34.241,27.256,27.457,24.511
53.514,20.057,39.694,76.415,11.488,13.559,17.061,32.28,19.915,19.274,30.004
168.82,30.793,24.606,161.29,23.359,41.117,24.599,44.117,39.281,20.226,35.683
36.098,41.636,1.6073,119.5,33.615,37.935,31.467,38.656,9.8311,25.551,32.717
37.714,29.4,19.765,92.333,24.664,18.067,21.073,32.599,1.6178,83.559,24.461
51.722,23.776,70.383,51.188,22.628,22.783,28.438,72.867,3.2865,48.169,56.792
67.254,39.461,118.3,116.33,13.69,21.058,28.794,9.619,1.5394,9.9043,6.0899
61.409,20.055,74.17,74.985,18.935,21.428,26.071,18.253,1.5192,4.7596,2.7906
24.518,48.505,60.978,66.486,39.845,47.515,31.376,21.487,6.5559,15.773,14.346
17.029,24.888,1.0513,69.793,44.119,21.617,27.371,22.257,1.8356,11.992,1.4382
33.719,26.039,1.2165,85.642,18.962,1.3905,19.509,39.522,1.3009,6.7006,0.77094
30.019,42.546,1.615,84.536,11.034,9.6401,1.4238,22.454,1.4502,28.696,1.2722
99.122,6.0638,1.3503,135.52,10.505,38.658,0.98882,23.437,1.0423,5.8653,0.8145
68.285,1.9045,1.5232,52.322,2.426,27.65,16.501,18.425,1.7638,9.9304,1.7828
1.8818,2.1355,1.9635,56.3,3.5595,24.025,21.46,16.132,1.5567,10.812,1.3741
8.0011,4.4309,1.9903,89.684,8.048,39.166,17.269,6.5606,1.1184,13.687,4.7771
12.534,39.408,1.5387,52.08,14.323,1.2889,18.985,6.181,1.2877,21.656,0.51313
16.112,21.071,3.3775,55.485,4.3002,1.4053,19.618,8.1958,1.4695,8.9973,1.8614
11.546,21.834,11.156,18.582,4.8045,0.85582,22.457,5.6495,1.4375,7.4699,0.84632
8.0894,27.571,5.0166,14.986,13.457,1.0381,21.049,10.988,1.4551,5.1123,1.8173
13.077,17.75,4.0317,3.6247,4.4805,1.1102,1.4521,12.396,0.95991,7.074,0.91356
13.154,7.7232,5.5009,10.318,7.9119,2.4606,5.9822,13.46,1.4488,14.498,1.3711
17.982,1.7628,2.1268,23.526,12.182,1.7354,1.7547,14.583,4.1166,12.659,5.544
51.1,2.9917,68.399,24.654,44.541,2.9738,7.1297,22.865,21.51,9.2477,16.42
52.407,17.657,58.993,22.23,18.552,32.819,1.9256,18.745,83.541,8.1527,27.801
36.918,31.392,67.784,48.829,18.843,0.82923,1.0019,34.754,49.363,4.5469,21.98
124.51,15.372,49.451,67.131,17.496,1.3036,0.65479,42.34,45.371,29.253,23.031
1.76,24.533,61.589,38.405,21.741,7.929,11.856,29.861,2.2626,37.378,19.885
28.759,20.489,24.161,34.309,14.189,26.166,16.634,46.472,1.6968,83.107,21.232
