99.558,135.49,103.8,161.21,80.138,131.67,173.24,111.73,41.894,75.668,123.78,141.03,89.538,112.89,91.66,56.151,37.477,98.603,117.74,119.54,52.538,190.24,114.02,68.604,72.366,92.368,138.5,69.626,179.82,122.95,77.606,21.616,57.902,88.917,61.246,33.161,55.619,133.09,80.375,59.117,176.68,67.804,106.49,132.76,89.586,150.12,107.1,58.612,94.429,111.64,115.67,151.87,91.164,46.893,66.044,44.825,132.67,311.83,69.248,66.709,127.95,49.486,36.403,26.601,123.54,71.36,116.56,46.602,64.803,70.51,58.743,78.622,40.336,133.99,78.704,100.15,33.791,152.21,120.8,118.73
27.643,27.115,52.526,101.72,103.52,40.266,88.488,59.933,33.678,53.569,46.236,46.701,53.515,40.959,44.328,33.303,47.37,74.409,63.717,54.291,41.878,51.216,71.293,30.395,94.605,38.188,33.073,47.8,102.67,114.43,38.463,70.494,52.169,41.84,45.31,91.842,50.099,29.279,90.775,32.582,65.909,50.038,47.371,55.251,95.98,104.13,59.734,37.254,71.15,59.691,61.688,80.797,44.239,27.136,85.575,34.43,66.758,408.88,41.556,44.084,151.42,57.629,34.696,29.033,75.459,53.898,95.306,54.781,51.505,38.78,36.547,41.989,36.462,74.539,42.148,82.697,52.798,43.33,49.252,56.793
85.974,50.138,90.187,89.653,133.31,70.805,138.1,120.01,41.319,36.95,50.065,118.9,49.756,97.712,71.909,43.308,27.006,58.981,61.773,54.968,41.277,157.38,64.106,41.95,43.872,21.194,30.346,141.44,71.959,31.902,45.99,94.784,45.761,50.262,44.748,52.687,32.342,73.8,30.296,33.582,86.217,57.36,53.894,172.43,80.006,93.425,85.799,57.691,77.381,28.988,73.476,138.63,79.432,28.877,126.15,20.623,77.844,162.27,42.849,64.739,93.65,47.144,36.552,57.423,42.724,48.444,42.671,24.746,24.736,35.86,46.717,71.368,48.388,99.58,50.603,78.184,48.158,37.621,24.595,97.208
171,52.812,95.923,46.821,365.57,81.707,127.1,220.76,32.741,58.408,69.188,83.5,51.938,40.212,80.038,28.535,40.244,130.89,51.587,67.625,76.11,125.23,114.29,58.214,53.497,38.925,27.858,84.497,74.366,180.05,45.15,94.609,27.698,74.401,65.987,59.177,66.523,99.503,38.87,61.355,175.55,90.227,63.83,113.77,76.758,158.24,125.5,66.732,94.857,44.681,72.105,100.12,264.41,34.059,82.184,30.186,100.97,59.967,62.325,60.441,62.754,52.522,54.584,39.964,69.919,79.156,56.661,44.708,41.677,55.455,62.53,89.813,57.333,62.635,63.47,125.59,57.514,58.088,140.69,66.088
92.794,41.963,56.24,64.722,335.34,75.794,93.137,58.14,37.67,74.508,82.473,77.323,55.774,59.509,50.494,57.974,30.39,78.712,42.062,65.249,47.428,83.314,30.397,57.21,99.331,33.418,39.388,59.897,42.733,190.81,43.552,49.69,77.487,37.057,49.135,46.513,50.143,86.032,73.443,47.456,81.064,115.48,73.186,11.633,66.591,136.17,62.543,78.352,44.902,69.37,49.773,117.99,118.93,45.289,64.976,106.54,68.326,189.26,26.416,49.523,95.767,58.044,53.005,80.929,60.685,120.29,54.638,46.949,67.423,56.027,68.199,98.058,62.129,57.228,54.759,105.83,69.839,71.963,123.33,60.9
108.25,53.721,101.35,86.601,201.22,67.752,162.32,57.046,46.162,58.737,42.902,81.545,109.23,43.351,83.913,94.301,79.32,72.23,70.429,62.03,63.698,54.238,30.474,94.061,58.724,35.19,23.164,82.481,152.03,133.31,44.114,75.446,58.962,55.005,85.519,82.932,67.993,75.67,33.914,46.706,64.738,113.68,127.7,128.53,56.164,191.25,54.055,81.376,137.82,31.14,27.472,230.6,151.23,41.614,90.489,119.36,99.549,222.36,41.1,79.199,57.925,63.223,75.318,94.143,50.141,44.815,36.447,49.339,60.536,112.7,86.759,131.45,42.1,44.755,39.46,116.94,63.941,53.148,99.612,66.456
56.676,61.759,85.063,94.12,229.86,68.402,106.08,52.134,60.068,42.955,70.841,57.733,65.97,60.9,85.933,79.531,43.099,95.698,55.044,50.341,64.828,81.236,65.818,52.087,38.926,26.63,18.99,82.677,50.7,39.654,61.959,107.84,63.033,57.775,49.261,106.59,66.895,63.615,22.026,62.942,47.194,51.484,75.052,61.9,50.074,130.45,64.104,64.5,118.58,31.002,22.915,67.866,67.234,45.787,83,28.878,47.176,275.4,53.858,103.74,47.139,86.762,37.75,93.982,64.781,30.429,31.826,24.99,108.13,49.491,44.076,96.529,27.207,67.238,41.315,114.38,166.93,42.747,142.22,92.212
137.52,71.375,51.197,208.33,267.98,50.169,105.17,53.516,39.813,49.433,126.99,70.656,82.667,53.584,51.741,56.699,51.579,224.45,43.929,82.949,47.838,36.881,25.379,50.471,36.653,28.129,43.501,63.648,55.463,106.09,46.034,68.482,84.314,77.693,58.594,231.83,54.583,59.775,26.413,42.637,40.109,56.281,69.5,75.837,57.511,137.37,53.681,65.813,63.654,45.504,31.106,74.724,110.61,40.598,47.336,50.56,38.956,233.18,57.597,64.873,149.26,152.11,45.142,44.669,45.473,35.241,47.831,49.568,185.94,63.784,38.735,57.277,34.634,106.52,58.929,44.215,49.215,63.571,107.83,68.787
83.883,49.611,61.62,70.111,269.56,70.459,48.627,98.696,35.468,44.83,174.44,37.836,90.52,65.464,88.752,30.959,65.853,146.98,95.393,76.441,31.974,99.035,176.13,22.06,18.089,28.697,35.45,64.607,123.83,19.421,43.899,75.042,17.937,70.467,42.676,127.11,47.127,39.829,43.02,40.397,19.922,38.109,59.438,128.27,48.589,34.686,36.253,45.272,123.03,23.594,27.928,134.43,78.698,32.158,66.535,38.144,54.295,479.63,40.606,69.55,126.98,118.83,28.638,112.35,34.865,21.04,49.59,22.056,43.587,41.684,47.93,47.582,35.228,70.819,45.388,29.378,106.29,35.061,74.337,47.139
202.04,34.353,69.484,52.369,506.34,33.233,21.289,218.55,32.609,48.415,98.014,26.588,54.501,43.575,63.149,46.458,80.797,76.654,93.421,117.84,43.27,39.032,22.396,59.832,39.949,23.077,85.037,13.529,124.56,51.704,31.236,75.667,35.44,141.18,33.062,21.253,94.583,32.103,46.015,21.359,32.456,25.67,63.957,128.46,54.15,54.711,58.542,81.54,127.11,20.263,21.445,121.85,37.066,75.881,76.09,29.033,34.842,124.78,29.037,152.62,30.737,53.921,32.535,13.126,44.937,25.803,24.407,57.118,38.52,38.068,53.815,92.654,62.391,69.118,23.273,47.637,54.043,45.659,69.599,39.2
58.293,24.351,59.797,51.74,358.34,44.834,37.536,71.023,25.585,54.59,59.429,33.789,38.786,26.886,28.067,32.711,43.242,35.643,32.547,38.478,28.538,56.941,31.297,30.955,50.563,64.563,24.972,35.686,18.033,46.623,30.872,74.317,34.34,63.443,40.223,59.639,27.518,41.7,47.134,27.005,26.227,25.511,39.697,47.805,59.873,33.071,79.468,63.511,10.828,38.784,40.4,28.053,89.95,61.87,59.928,24.043,54.643,207.92,25.718,20.723,103.07,43.344,34.928,91.309,46.999,27.162,25.589,17.314,67.069,45.705,55.653,73.982,51.901,64.053,51.849,42.958,41.918,32.725,49.416,28.529
75.777,23.643,69.469,22.647,334.42,35.754,34.7,55.263,33.93,68.914,89.919,19.909,52.266,29.572,40.237,39.977,31.487,31.108,36.456,25.359,33.088,29.733,18.576,43.285,39.486,58.09,35.059,44.064,66.039,44.591,37.603,42.9,80.853,42.674,36.022,35.486,70.43,25.07,43.094,46.077,30.144,59.89,34.127,64.716,30.97,29.132,70.453,29.845,54.108,34.276,30.104,70.837,87.325,30.503,71.938,39.191,50.567,240.44,28.478,15.481,31.495,54.552,22.713,139.61,42.127,60.805,29.458,28.226,28.044,51.829,59.904,52.16,27.274,43.011,52.537,34.363,32.582,84.187,67.075,23.542
51.885,37.6,59.269,20.482,191.01,23.258,65.123,66.217,76.012,25.987,92.828,20.861,52.215,26.795,38.135,65.765,36.407,36.378,53.913,42.33,14.968,74.645,10.478,27.869,37.462,36.258,1.0427,10.288,27.256,41.644,31.348,40.058,43.051,45.125,46.069,9.9958,31.139,44.306,38.992,43.881,39.813,52.533,44.138,22.635,36.542,37.33,70.903,36.33,14.164,22.302,16.518,21.257,21.73,16.974,74.505,29.97,75.807,433.68,26.787,204.42,93.866,48.45,25.326,26.615,21.774,14.234,28.614,28.291,70.931,47.226,35.833,66.893,48.202,56.138,44.349,51.767,56.47,29.617,37.152,28.597
36.599,1.573,96.638,30.312,211.59,32.681,43.504,113.79,33.644,10.195,51.619,29.102,41.375,17.32,60.208,25.372,46.609,75.518,105.14,38.068,63.669,109.01,18.649,14.89,26.918,15.762,1.0193,24.291,42.274,39.428,25.011,55.13,32.398,53.169,37.976,71.068,2.4374,19.297,22.372,42.32,21.632,38.624,68.91,68.267,35.84,37.191,38.473,118.31,15.106,12.973,15.929,64.836,46.687,3.0276,76.331,33.01,114.35,928.34,33.019,306.25,17.702,44.456,38.232,16.468,41.7,1.2125,56.668,45.084,82.238,43.158,27.005,124.98,17.454,41.615,29.618,30.071,50.436,70.491,35.656,19.594
26.998,2.7719,59.267,34.821,104.97,33.917,52.978,46.684,65.419,5.3487,44.171,45.134,47.202,26.85,61.048,21.011,53.768,112.66,20.975,24.074,77.13,25.868,34.615,17.086,14.744,21.137,2.6032,23.316,88.271,33.227,39.22,62.411,34.292,15.565,26.516,51.89,1.477,26.327,92.89,56.727,88.77,31.364,61.441,34.235,31.727,28.48,38.421,37.285,18.216,14.753,21.173,54.156,59.483,7.2556,61.236,26.279,46.35,476.19,1.7522,45.343,31.417,261.93,73.533,67.416,46.455,1.5885,18.387,34.577,89.067,41.907,24.83,48.151,31.869,14.051,32.419,17.83,47.738,25.77,1.9223,22.248
38.049,2.7017,57.755,26.008,193.53,26.657,29.681,62.262,32.298,6.1155,57.488,27.318,82.253,23.962,48.881,45.865,27.924,50.902,22.111,18.081,5.6799,1.8025,1.6104,31.307,2.4412,2.9926,18.337,13.523,47.624,3.891,26.306,37.999,9.4663,62.505,42.758,3.8446,1.5241,15.973,79.315,31.897,21.684,33.974,35.136,70.046,40.219,53.418,23.324,20.559,30.248,15.755,14.843,69.588,35.625,16.045,42.16,43.235,88.048,509.92,1.9211,17.776,9.1333,111.93,12.388,51.21,50.774,2.1246,27.944,34.197,57.659,62.514,18.583,44.832,81.815,41.239,40.879,14.94,42.247,27.244,1.4826,22.573
53.613,1.7793,40.802,27.855,100.65,19.801,31.088,33.07,29.426,3.5034,60.037,23.037,12.316,14.486,35.91,25.7,27.114,82.029,85.079,17.517,1.6985,2.6502,6.4358,21.707,1.4809,0.90429,19.644,31.642,17.613,3.3775,23.56,54.301,113.45,24.822,16.971,7.8781,3.3395,6.9676,128.41,2.9976,11.507,96.479,53.688,46.597,45.141,18.647,42.089,26.33,1.5935,32.668,13.802,1.133,126.01,3.1438,49.036,31.862,51.907,253.45,5.6362,1.5621,6.1272,8.7999,5.1699,10.226,30.17,8.2045,22.357,77.231,45.437,76.108,104.05,19.643,21.177,34.038,73.55,21.739,54.896,19.058,7.2497,33.84
183.24,6.6553,52.588,20.572,117.58,33.745,25.333,18.771,40.131,33.341,58.931,23.691,6.0827,42.71,35.524,14.901,21.398,49.026,48.042,14.169,2.1183,1.2009,1.1795,16.915,4.419,1.0523,22.892,16.72,0.6816,4.5477,28.271,39.254,25.804,18.246,6.2853,17.176,1.1879,15.292,370.95,2.3412,2.2931,2.3456,36.313,1.1589,33.057,32.556,30.923,85.426,1.079,26.373,1.1183,1.4025,186.4,5.3401,53.806,26.791,25.418,399.51,5.8121,3.7607,61.06,33.969,10.562,15.577,58.662,5.2855,17.007,31.564,1.5697,38.194,124.89,100.13,39.244,52.073,61.559,24.42,23.7,66.871,70.662,22.84
89.82,1.037,64.417,20.453,142.33,21.746,30.696,30.144,21.494,41.359,72.068,21.926,17.071,20.067,97.53,48.292,32.649,22.909,72.033,19.025,34.734,1.383,23.389,14.574,14.479,0.9965,15.385,10.117,0.67037,3.2734,26.32,20.643,26.156,14.006,9.7906,51.884,3.0239,10.079,256.74,8.0404,5.0472,0.91559,27.968,1.1852,31.535,68.968,54.325,50.489,1.272,21.14,1.627,37.169,64.367,4.1358,67.443,43.237,75.822,834.71,53.064,2.5031,163.98,64.7,1.2133,2.4178,222,19.129,4.4879,29.864,8.2175,40.005,108.72,189.7,19.104,34.735,18.204,25.898,26.792,35.716,38.572,13.043
79.922,7.4406,61.209,25.829,573.3,23.315,17.749,56.437,38.319,23.868,29.394,26.316,15.496,19.491,28.229,26.148,20.414,55.413,35.302,28.089,21.157,19.778,42.862,13.081,32.992,8.6004,61.666,12.356,0.92041,12.491,48.658,55.577,27.917,26.205,55.561,47.88,12.891,25.132,161.5,38.922,13.11,0.95814,24.291,1.0502,17.874,828.42,59.913,23.606,1.7445,16.79,2.6124,30.586,14.218,11.671,55.323,29.658,12.211,274.39,43.645,4.671,125.27,25.314,9.8305,27.898,16.216,7.728,4.4509,31.534,104.08,37.445,242.59,634.58,32.391,86.576,38.139,45.508,69.594,30.381,25.565,21.386
57.558,18.049,49.762,21.28,353.27,27.155,10.805,30.636,35.914,21.598,2.9367,16.403,8.8493,23.13,35.642,23.699,41.687,33.422,7.7492,35.631,20.462,14.508,1.5623,6.0103,17.223,11.444,26.148,12.508,12.24,4.2044,27.457,57.993,17.876,37.286,10.888,70.836,20.298,47.957,52.089,68.012,238.83,16.12,3.9663,1.4303,8.1017,62.989,50.866,58.433,1.3886,20.717,2.3438,18.17,20.649,13.959,42.593,57.901,4.5548,413.72,18.695,9.0542,24.823,9.0003,4.4906,68.866,14.185,9.4136,7.9056,40.342,27.782,16.375,92.567,746.06,0.97225,44.946,4.7012,24.535,44.439,51.182,32.207,21.885
